time,gait(hip),gait(knee),QoE,test1,test2,test3,test4,test5,test6,test7,test8,test9,test10,test11,test12,test13,test14,test15
23.46,100.647,83.8213,1.733333333,2,1,2,2,2,2,3,2,1,1,2,3,1,1,1
23.48,88.9893,81.0547,1.733333333,2,1,2,2,2,2,3,2,1,1,2,3,1,1,1
23.5,91.1865,80.7389,1.733333333,2,1,2,2,2,2,3,2,1,1,2,3,1,1,1
23.52,81.9702,74.4629,1.733333333,2,1,2,2,2,2,3,2,1,1,2,3,1,1,1
23.54,60.6079,76.3455,1.733333333,2,1,2,2,2,2,3,2,1,1,2,3,1,1,1
23.56,42.1753,62.1338,1.733333333,2,1,2,2,2,2,3,2,1,1,2,3,1,1,1
23.58,21.1792,17.5171,1.733333333,2,1,2,2,2,2,3,2,1,1,2,3,1,1,1
23.6,-5.9204,26.8555,1.733333333,2,1,2,2,2,2,3,2,1,1,2,3,1,1,1
23.62,-38.4521,7.4328,1.733333333,2,1,2,2,2,2,3,2,1,1,2,3,1,1,1
23.64,-72.3877,-20.4122,1.733333333,2,1,2,2,2,2,3,2,1,1,2,3,1,1,1
23.66,-106.1401,-36.1938,1.733333333,2,1,2,2,2,2,3,2,1,1,2,3,1,1,1
23.68,-133.2397,-63.4155,1.733333333,2,1,2,2,2,2,3,2,1,1,2,3,1,1,1
23.7,-125.7324,-42.6636,1.733333333,2,1,2,2,2,2,3,2,1,1,2,3,1,1,1
23.72,-49.0112,-13.4277,1.733333333,2,1,2,2,2,2,3,2,1,1,2,3,1,1,1
23.74,-5.6763,-90.1489,1.733333333,2,1,2,2,2,2,3,2,1,1,2,3,1,1,1
23.76,4.0283,-74.9512,1.733333333,2,1,2,2,2,2,3,2,1,1,2,3,1,1,1
23.78,-23.0713,-30.7007,1.733333333,2,1,2,2,2,2,3,2,1,1,2,3,1,1,1
23.8,-32.3486,-46.4478,1.733333333,2,1,2,2,2,2,3,2,1,1,2,3,1,1,1
23.82,-21.1182,-66.3452,1.733333333,2,1,2,2,2,2,3,2,1,1,2,3,1,1,1
23.84,-36.8042,-65.2466,1.733333333,2,1,2,2,2,2,3,2,1,1,2,3,1,1,1
23.86,-52.9785,-84.0454,1.733333333,2,1,2,2,2,2,3,2,1,1,2,3,1,1,1
23.88,-68.5425,-87.9517,1.733333333,2,1,2,2,2,2,3,2,1,1,2,3,1,1,1
23.9,-92.9565,-65.6738,1.733333333,2,1,2,2,2,2,3,2,1,1,2,3,1,1,1
23.92,-89.2944,-68.6646,1.733333333,2,1,2,2,2,2,3,2,1,1,2,3,1,1,1
23.94,-72.6929,-82.4585,1.733333333,2,1,2,2,2,2,3,2,1,1,2,3,1,1,1
23.96,-76.2939,-90.5151,1.733333333,2,1,2,2,2,2,3,2,1,1,2,3,1,1,1
23.98,-89.4165,-79.834,1.733333333,2,1,2,2,2,2,3,2,1,1,2,3,1,1,1
24,-97.0459,-70.4956,1.733333333,2,1,2,2,2,2,3,2,1,1,2,3,1,1,1
24.02,-92.2241,-62.0117,1.733333333,2,1,2,2,2,2,3,2,1,1,2,3,1,1,1
24.04,-81.543,-61.8286,1.733333333,2,1,2,2,2,2,3,2,1,1,2,3,1,1,1
24.06,-77.0874,-62.3415,1.733333333,2,1,2,2,2,2,3,2,1,1,2,3,1,1,1
24.08,-72.8149,-51.4526,1.733333333,2,1,2,2,2,2,3,2,1,1,2,3,1,1,1
24.1,-66.5283,-44.6167,1.733333333,2,1,2,2,2,2,3,2,1,1,2,3,1,1,1
24.12,-61.8286,-39.4287,1.733333333,2,1,2,2,2,2,3,2,1,1,2,3,1,1,1
24.14,-61.4014,-20.5688,1.733333333,2,1,2,2,2,2,3,2,1,1,2,3,1,1,1
24.16,-64.7583,-15.5029,1.733333333,2,1,2,2,2,2,3,2,1,1,2,3,1,1,1
24.18,-69.0918,-5.9814,1.733333333,2,1,2,2,2,2,3,2,1,1,2,3,1,1,1
24.2,-66.1011,-11.5967,1.733333333,2,1,2,2,2,2,3,2,1,1,2,3,1,1,1
24.22,-33.02,-15.9302,1.733333333,2,1,2,2,2,2,3,2,1,1,2,3,1,1,1
24.24,-3.2349,-5.3248,1.733333333,2,1,2,2,2,2,3,2,1,1,2,3,1,1,1
