time,gait(hip),gait(knee),QoE,test1,test2,test3,test4,test5,test6,test7,test8,test9,test10,test11,test12,test13,test14,test15
0.02,4.3945,2.2583,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.04,13.1836,10.1318,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.06,26.062,18.0664,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.08,41.687,40.7715,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.1,59.1431,61.2793,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.12,75.9888,80.0781,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.14,82.0923,90.21,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.16,90.5151,90.21,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.18,106.0791,84.6558,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.2,117.6147,89.1724,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.22,108.6426,93.0176,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.24,93.1396,90.8203,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.26,74.9512,76.7822,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.28,63.0493,64.0869,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.3,63.0493,60.9131,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.32,57.4341,60.791,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.34,53.4058,55.2368,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.36,63.5986,50.5981,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.38,63.9038,45.166,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.4,49.4385,34.3018,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.42,38.6963,28.8696,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.44,27.8931,18.7988,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.46,14.9536,3.0518,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.48,-0.5493,-11.5356,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.5,-22.8271,-28.1372,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.52,-51.1475,-46.9971,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.54,-71.9604,-55.3589,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.56,-78.186,-56.8237,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.58,-72.3877,-41.5649,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.6,-56.9458,-24.7803,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.62,-39.1235,-42.6025,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.64,-34.8511,-57.6172,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.66,-33.4473,-42.2974,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.68,-29.2969,-26.4893,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.7,-28.9917,6.2256,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.72,-18.0054,-1.0376,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.74,-5.6152,-21.1792,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.76,-4.1504,-24.4751,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.78,-15.3198,-17.1509,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.8,-37.6587,-21.6064,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.82,-57.9224,-27.771,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.84,-63.4155,-28.6255,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.86,-51.2085,-32.1045,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.88,-39.3677,-31.6162,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.9,-37.5366,-25.6958,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.92,-41.8091,-24.0479,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.94,-50.9644,-25.0854,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.96,-52.5513,-29.9072,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
0.98,-54.7344,-35.8887,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
1,-47.7583,-40.9546,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
1.02,-45.9595,-43.5791,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
1.04,-40.3442,-43.5181,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
1.06,-35.4614,-40.7104,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
1.08,-38.269,-37.4756,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
1.1,-41.0156,-34.729,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
1.12,-40.3442,-33.2031,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
1.14,-37.6587,-36.1938,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
1.16,-34.79,-37.3535,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
1.18,-32.3486,-32.8979,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
1.2,-30.9448,-24.7192,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
1.22,-25.8789,-18.7378,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
1.24,-20.4468,-16.2964,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
1.26,-11.4746,-11.2915,2.933333333,3,4,3,3,3,2,3,3,3,2,4,3,3,3,2
1.28,1.3428,24.1699,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
1.3,15.0146,60.9741,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
1.32,31.311,103.6377,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
1.34,31.311,95.8252,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
1.36,45.166,107.2998,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
1.38,58.1665,116.6992,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
1.4,73.2422,114.6851,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
1.42,82.7637,100.3418,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
1.44,97.8394,82.0313,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
1.46,125.2441,89.4775,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
1.48,146.3623,94.8486,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
1.5,147.2778,91.6748,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
1.52,135.8643,76.4771,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
1.54,118.8965,60.4858,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
1.56,115.7227,51.6357,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
1.58,115.9058,45.8374,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
1.6,116.8823,36.499,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
1.62,108.7646,21.7896,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
1.64,89.1724,7.5684,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
1.66,66.9556,-4.5166,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
1.68,48.8892,-14.3433,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
1.7,29.2358,-32.4707,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
1.72,8.9111,-49.9878,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
1.74,-13.4277,-60.3638,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
1.76,-33.5693,-79.7119,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
1.78,-53.772,-78.3081,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
1.8,-70.2515,-70.3125,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
1.82,-79.1016,-56.2134,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
1.84,-83.8623,-31.6772,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
1.86,-84.6558,-13.6719,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
1.88,-85.3271,-16.4795,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
1.9,-84.9609,-12.8174,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
1.92,-78.064,-18.2495,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
1.94,-68.2373,-26.062,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
1.96,-53.1616,-38.3301,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
1.98,-31.0669,-46.4478,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
2,-16.4795,-42.1753,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
2.02,-8.4229,-38.3911,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
2.04,-18.0664,-37.7197,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
2.06,-42.1753,-42.9688,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
2.08,-58.6548,-49.4995,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
2.1,-67.1997,-48.2178,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
2.12,-66.1011,-44.9219,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
2.14,-64.5752,-42.9077,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
2.16,-60.791,-49.5605,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
2.18,-49.8047,-42.9077,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
2.2,-37.3535,-49.5605,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
2.22,-37.6587,-47.4854,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
2.24,-40.5884,-50.0488,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
2.26,-44.1895,-50.293,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
2.28,-49.7437,-49.3774,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
2.3,-54.3213,-48.5229,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
2.32,-52.9785,-49.6216,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
2.34,-46.0205,-48.2788,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
2.36,-43.0298,-47.6074,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
2.38,-45.3491,-48.2788,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
2.4,-43.9453,-44.4946,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
2.42,-35.8887,-39.0625,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
2.44,-26.062,-26.062,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
2.46,-18.6157,-9.4604,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
2.48,-6.897,-10.0098,3.333333333,4,3,3,3,2,2,4,4,4,4,3,4,3,4,3
2.5,5.6152,3.9673,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
2.52,34.729,21.0641,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
2.54,73.3643,28.7476,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
2.56,97.7783,36.2549,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
2.58,105.3467,42.5415,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
2.6,114.3188,76.9043,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
2.62,138.916,126.2817,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
2.64,146.7285,150.9399,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
2.66,136.9019,153.3813,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
2.68,111.3281,154.7852,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
2.7,110.2905,154.4189,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
2.72,102.478,131.2866,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
2.74,87.8906,112.3657,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
2.76,82.0923,117.6758,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
2.78,75.5615,119.9951,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
2.8,76.416,100.0977,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
2.82,66.3452,69.8853,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
2.84,52.6123,45.5933,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
2.86,27.3438,26.4282,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
2.88,-5.5542,7.2632,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
2.9,-43.5181,-23.3154,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
2.92,-84.8389,-57.1289,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
2.94,-116.1499,-71.7773,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
2.96,-131.1646,-81.665,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
2.98,-125.2441,-91.0034,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
3,-81.604,-90.0269,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
3.02,1.6479,-81.0547,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
3.04,35.4004,-79.4067,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
3.06,7.3242,-94.1772,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
3.08,-22.1558,-72.1436,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
3.1,-35.5835,-16.1133,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
3.12,-37.7808,25.7568,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
3.14,-35.2173,25.0244,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
3.16,-55.9692,-8.4229,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
3.18,-86.9751,-40.7104,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
3.2,-93.689,-62.561,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
3.22,-77.5757,-56.6406,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
3.24,-74.585,-54.9927,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
3.26,-75.5615,-62.8052,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
3.28,-83.4961,-71.8994,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
3.3,-87.8906,-71.2891,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
3.32,-91.8579,-63.5376,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
3.34,-84.4116,-51.7578,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
3.36,-70.0073,-45.3491,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
3.38,-60.1807,-49.2554,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
3.4,-60.5469,-54.9316,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
3.42,-63.8428,-54.9316,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
3.44,-61.0962,-55.1758,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
3.46,-48.4009,-56.1523,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
3.48,-27.1606,-44.6777,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
3.5,-2.6245,-31.3721,3.4,3,3,4,3,4,3,3,3,2,3,4,4,4,4,4
3.52,5.0049,13.0005,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
3.54,24.292,29.9072,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
3.56,47.5464,48.0347,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
3.58,65.5518,120.2393,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
3.6,79.2847,138.2446,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
3.62,100.769,132.5684,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
3.64,122.7417,101.3794,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
3.66,133.1787,94.5435,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
3.68,144.7144,99.1211,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
3.7,123.7183,100.4639,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
3.72,90.6982,117.981,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
3.74,74.8291,124.4507,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
3.76,74.0356,102.7832,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
3.78,79.1626,65.4297,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
3.8,82.0923,33.6914,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
3.82,83.9233,14.7705,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
3.84,72.8149,0.7324,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
3.86,51.8188,-24.6582,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
3.88,31.4331,-49.3164,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
3.9,5.8594,-61.1572,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
3.92,-25.5127,-62.2559,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
3.94,-53.1616,-65.4297,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
3.96,-85.083,-57.0679,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
3.98,-112.4878,-67.749,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
4,-119.2627,-110.4126,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
4.02,-79.9561,-63.3545,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
4.04,-20.4468,-36.5601,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
4.06,14.6484,-24.5972,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
4.08,-9.7656,-47.7295,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
4.1,-29.2358,-28.9307,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
4.12,-42.9077,-31.4941,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
4.14,-48.9502,-40.1611,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
4.16,-51.3916,-32.5317,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
4.18,-55.1147,-45.0439,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
4.2,-65.979,-36.8042,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
4.22,-73.7305,-28.2593,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
4.24,-72.5098,-29.2969,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
4.26,-68.8477,-38.0249,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
4.28,-76.7822,-54.0161,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
4.3,-76.1108,-60.4858,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
4.32,-65.7349,-60.3638,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
4.34,-61.2793,-58.3496,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
4.36,-61.1572,-59.8755,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
4.38,-67.4438,-57.9224,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
4.4,-74.4019,-57.8613,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
4.42,-73.4863,-49.1943,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
4.44,-72.0825,-45.5933,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
4.46,-66.2231,-37.6587,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
4.48,-58.8379,-34.1797,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
4.5,-44.3115,-31.4941,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
4.52,-26.9165,-9.1235,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
4.54,-5.6152,-8.728,2.733333333,2,3,4,2,3,3,3,4,3,3,2,2,3,2,2
4.56,-0.8545,1.0986,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
4.58,11.2305,22.522,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
4.6,11.2305,55.9692,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
4.62,21.9727,74.585,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
4.64,34.3018,82.2754,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
4.66,46.0815,121.582,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
4.68,55.542,130.6152,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
4.7,71.167,135.2539,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
4.72,102.6001,123.4741,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
4.74,126.8921,112.9761,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
4.76,132.1411,112.6099,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
4.78,123.4131,121.0327,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
4.8,114.9902,131.7139,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
4.82,104.3091,119.3848,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
4.84,90.5151,97.4731,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
4.86,74.0356,82.4585,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
4.88,77.3926,69.7632,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
4.9,86.1206,56.1523,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
4.92,87.8296,35.4004,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
4.94,74.8901,11.7188,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
4.96,56.8237,-1.6479,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
4.98,36.8652,-21.6064,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
5,16.1133,-42.8467,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
5.02,-6.2866,-48.584,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
5.04,-25.2686,-48.584,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
5.06,-45.2271,-38.7573,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
5.08,-71.2891,-73.7915,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
5.1,-90.8813,-52.7954,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
5.12,-77.2095,-26.9165,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
5.14,-51.7578,-9.0332,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
5.16,-22.0947,-32.6538,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
5.18,-21.3623,-55.2979,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
5.2,-28.0762,-57.8003,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
5.22,-30.7007,-78.064,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
5.24,-31.9214,-71.7163,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
5.26,-35.4614,-74.0967,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
5.28,-42.7856,-82.1533,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
5.3,-47.4854,-74.9512,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
5.32,-55.603,-64.27,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
5.34,-48.7671,-65.0073,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
5.36,-46.936,-67.3218,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
5.38,-64.0259,-76.2939,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
5.4,-88.9893,-80.3833,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
5.42,-98.938,-83.8623,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
5.44,-65.4297,-77.8198,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
5.46,-61.4624,-59.3872,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
5.48,-58.6548,-45.105,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
5.5,-54.5654,-32.8369,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
5.52,-53.894,-7.7515,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
5.54,-51.3916,-8.5449,2.6,3,2,2,3,2,3,3,3,3,2,4,2,2,2,3
